Fiscal Year,Month Grouping,Month (abbv),Component,Demographic,Citizenship Grouping,Title of Authority,Encounter Type,Encounter Count
2019,FYTD,OCT,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3430.0
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,El Salvador,Title 42,Expulsions,2.0
2020,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,1.0
2020,FYTD,JUL,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,2.0
2020,FYTD,AUG,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,22.0
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,107.0
2021,FYTD,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,1765.0
2021,FYTD,MAY,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,4346.0
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,28.0
2019,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3233.0
2019,FYTD,MAR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2009.0
2020,FYTD,JUL,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,3.0
2021,FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,30.0
2019,FYTD,APR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,5234.0
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,174.0
2021,FYTD,NOV,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,60.0
2019,FYTD,JUL,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,100.0
2021,FYTD,JUN,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,9.0
2021,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,867.0
2020,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,36.0
2021,FYTD,FEB,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,18.0
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2006.0
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,238.0
2020,FYTD,JAN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,919.0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,708.0
2020,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,13.0
2019,FYTD,OCT,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,30.0
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,55.0
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,7.0
2021,FYTD,JAN,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,26.0
2020,FYTD,AUG,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,13.0
2021,FYTD,APR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,25.0
2020,FYTD,JUL,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,2.0
2021,FYTD,DEC,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,82.0
2021,FYTD,DEC,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,39.0
2020,FYTD,APR,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,425.0
2019,FYTD,JUN,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2091.0
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,233.0
2020,FYTD,JUN,Office of Field Operations,UC / Single Minors,Guatemala,Title 42,Expulsions,5.0
2020,FYTD,OCT,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,981.0
2021,FYTD,FEB,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,66.0
2021,FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,262.0
2021,FYTD,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,18203.0
2020,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 42,Expulsions,339.0
2020,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,75.0
2019,FYTD,MAR,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,5817.0
2021,FYTD,DEC,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,3.0
2021,FYTD,MAR,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3572.0
2019,FYTD,AUG,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,15.0
2021,FYTD,DEC,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,355.0
2021,FYTD,JUL,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,29201.0
2021,FYTD,OCT,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,12.0
2019,FYTD,JUN,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,18036.0
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,148.0
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,4.0
2021,FYTD,MAY,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,278.0
2019,FYTD,DEC,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,3297.0
2020,FYTD,MAR,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,117.0
2020,FYTD,NOV,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,55.0
2019,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,1773.0
2021,FYTD,JUN,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,449.0
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,5.0
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,13.0
2021,FYTD,MAR,Office of Field Operations,Single Adults,Mexico,Title 42,Expulsions,1730.0
2020,FYTD,DEC,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,4.0
2021,FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,7.0
2020,FYTD,AUG,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2031.0
2019,FYTD,MAR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,85.0
2020,FYTD,MAY,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,0.0
2020,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,154.0
2019,FYTD,JUN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,3.0
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,4674.0
2019,FYTD,OCT,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,5.0
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,2.0
2020,FYTD,JUN,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,6.0
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,1219.0
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,2.0
2019,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,7888.0
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,6.0
2020,FYTD,AUG,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,30.0
2019,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,337.0
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,10.0
2021,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,3665.0
2019,FYTD,DEC,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,14748.0
2021,FYTD,JUL,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,3.0
2021,FYTD,OCT,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,347.0
2020,FYTD,DEC,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,27.0
2020,FYTD,AUG,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,1.0
2020,FYTD,APR,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,178.0
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,76.0
2019,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,824.0
2021,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,6163.0
2021,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,762.0
2019,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Honduras,Title 8,Apprehensions,712.0
2020,FYTD,MAR,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,815.0
2019,FYTD,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,2771.0
2021,FYTD,JUL,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,1694.0
2020,FYTD,APR,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,6.0
2021,FYTD,JUN,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,53793.0
2019,FYTD,JUN,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,65.0
2020,FYTD,OCT,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,2937.0
2019,FYTD,JUN,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,8785.0
2021,FYTD,MAY,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2236.0
2021,FYTD,AUG,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,5632.0
2020,FYTD,MAY,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,10.0
2020,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Honduras,Title 42,Expulsions,168.0
2021,FYTD,JUN,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,17.0
2019,FYTD,SEP,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,5967.0
2020,FYTD,FEB,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,51.0
2020,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,80.0
2021,FYTD,AUG,Office of Field Operations,Accompanied Minors,Mexico,Title 42,Expulsions,253.0
2021,FYTD,MAY,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,3023.0
2019,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,224.0
2021,FYTD,OCT,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,6.0
2020,FYTD,MAR,Office of Field Operations,UC / Single Minors,Guatemala,Title 8,Inadmissibles,15.0
2020,FYTD,SEP,U.S. Border Patrol,Single Adults,El Salvador,Title 8,Apprehensions,93.0
2020,FYTD,APR,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,10.0
2020,FYTD,MAR,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,60.0
2020,FYTD,MAR,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,4264.0
2019,FYTD,JAN,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,2392.0
2021,FYTD,NOV,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,40.0
2020,FYTD,AUG,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,2.0
2021,FYTD,JUL,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,11771.0
2019,FYTD,JUL,U.S. Border Patrol,Single Adults,Other,Title 8,Apprehensions,4288.0
2019,FYTD,OCT,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,611.0
2020,FYTD,SEP,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,0.0
2020,FYTD,JUN,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,165.0
2021,FYTD,DEC,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,38.0
2020,FYTD,OCT,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1.0
2021,FYTD,NOV,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,3.0
2020,FYTD,AUG,U.S. Border Patrol,UC / Single Minors,Other,Title 42,Expulsions,21.0
2019,FYTD,DEC,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1921.0
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,3.0
2021,FYTD,AUG,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,190.0
2019,FYTD,FEB,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,2832.0
2020,FYTD,JUL,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,44.0
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Honduras,Title 8,Inadmissibles,6.0
2019,FYTD,DEC,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,0.0
2020,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,1275.0
2019,FYTD,FEB,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,738.0
2019,FYTD,AUG,U.S. Border Patrol,FMUA,Honduras,Title 8,Apprehensions,11208.0
2020,FYTD,OCT,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,80.0
2021,FYTD,SEP,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,5265.0
2019,FYTD,NOV,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,657.0
2021,FYTD,DEC,Office of Field Operations,Single Adults,Guatemala,Title 42,Expulsions,34.0
2021,FYTD,FEB,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,2408.0
2021,FYTD,SEP,U.S. Border Patrol,Single Adults,El Salvador,Title 42,Expulsions,3992.0
2019,FYTD,AUG,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,333.0
2021,FYTD,AUG,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,21.0
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 42,Expulsions,20.0
2019,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,299.0
2019,FYTD,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,2042.0
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,35.0
2019,FYTD,FEB,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,447.0
2021,FYTD,MAY,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,393.0
2020,FYTD,OCT,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,38.0
2020,FYTD,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,216.0
2020,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,36.0
2020,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,215.0
2021,FYTD,SEP,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,403.0
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1.0
2021,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Other,Title 8,Apprehensions,1129.0
2021,FYTD,APR,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,266.0
2021,FYTD,APR,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,68.0
2020,FYTD,APR,U.S. Border Patrol,Single Adults,Other,Title 42,Expulsions,624.0
2021,FYTD,JUL,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,8000.0
2020,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,12000.0
2021,FYTD,APR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,65.0
2019,FYTD,OCT,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,441.0
2021,FYTD,JAN,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,4.0
2021,FYTD,NOV,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,6.0
2020,FYTD,SEP,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,73.0
2020,FYTD,APR,U.S. Border Patrol,Single Adults,Honduras,Title 8,Apprehensions,56.0
2019,FYTD,JAN,U.S. Border Patrol,UC / Single Minors,Mexico,Title 8,Apprehensions,791.0
2019,FYTD,JUN,Office of Field Operations,FMUA,Honduras,Title 8,Inadmissibles,164.0
2020,FYTD,AUG,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,180.0
2020,FYTD,JUL,U.S. Border Patrol,FMUA,Mexico,Title 42,Expulsions,695.0
2020,FYTD,SEP,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2308.0
2019,FYTD,NOV,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,14.0
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Guatemala,Title 8,Apprehensions,286.0
2020,FYTD,DEC,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,710.0
2021,FYTD,MAY,U.S. Border Patrol,FMUA,El Salvador,Title 42,Expulsions,950.0
2019,FYTD,JUL,Office of Field Operations,UC / Single Minors,Mexico,Title 8,Inadmissibles,227.0
2019,FYTD,OCT,Office of Field Operations,FMUA,El Salvador,Title 8,Inadmissibles,164.0
2019,FYTD,FEB,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,225.0
2019,FYTD,SEP,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,44.0
2020,FYTD,APR,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,3.0
2020,FYTD,SEP,U.S. Border Patrol,FMUA,Guatemala,Title 8,Apprehensions,24.0
2020,FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,54.0
2019,FYTD,MAY,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,1352.0
2019,FYTD,AUG,U.S. Border Patrol,FMUA,Other,Title 8,Apprehensions,4079.0
2020,FYTD,JUN,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,3.0
2019,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,636.0
2019,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,11689.0
2021,FYTD,FEB,Office of Field Operations,UC / Single Minors,Mexico,Title 42,Expulsions,1.0
2019,FYTD,SEP,Office of Field Operations,Single Adults,Mexico,Title 8,Inadmissibles,3153.0
2020,FYTD,MAR,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,225.0
2021,FYTD,NOV,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,878.0
2019,FYTD,MAY,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,0.0
2021,FYTD,SEP,Office of Field Operations,FMUA,Other,Title 8,Inadmissibles,996.0
2020,FYTD,MAY,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,7.0
2021,FYTD,JUL,U.S. Border Patrol,FMUA,Guatemala,Title 42,Expulsions,2933.0
2019,FYTD,JAN,Office of Field Operations,Accompanied Minors,Honduras,Title 8,Inadmissibles,0.0
2021,FYTD,SEP,Office of Field Operations,Accompanied Minors,Guatemala,Title 8,Inadmissibles,1.0
2019,FYTD,NOV,Office of Field Operations,FMUA,Guatemala,Title 8,Inadmissibles,845.0
2021,FYTD,JUL,Office of Field Operations,FMUA,Mexico,Title 8,Inadmissibles,3190.0
2021,FYTD,DEC,Office of Field Operations,UC / Single Minors,Other,Title 8,Inadmissibles,5.0
2020,FYTD,JUL,U.S. Border Patrol,FMUA,Honduras,Title 42,Expulsions,364.0
2021,FYTD,APR,Office of Field Operations,Accompanied Minors,Guatemala,Title 42,Expulsions,5.0
2020,FYTD,NOV,Office of Field Operations,Single Adults,Honduras,Title 8,Inadmissibles,52.0
2021,FYTD,FEB,U.S. Border Patrol,Single Adults,Mexico,Title 42,Expulsions,36935.0
2020,FYTD,MAR,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,21.0
2019,FYTD,FEB,Office of Field Operations,Accompanied Minors,Mexico,Title 8,Inadmissibles,68.0
2020,FYTD,SEP,Office of Field Operations,Accompanied Minors,Other,Title 42,Expulsions,4.0
2021,FYTD,JAN,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,129.0
2020,FYTD,AUG,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,7.0
2020,FYTD,JUL,U.S. Border Patrol,Single Adults,Honduras,Title 42,Expulsions,2049.0
2021,FYTD,JAN,Office of Field Operations,Single Adults,Other,Title 42,Expulsions,58.0
2021,FYTD,JAN,Office of Field Operations,Accompanied Minors,Other,Title 8,Inadmissibles,1.0
2019,FYTD,JUL,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,14.0
2019,FYTD,JUN,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,43.0
2020,FYTD,OCT,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,866.0
2021,FYTD,FEB,Office of Field Operations,Single Adults,El Salvador,Title 8,Inadmissibles,12.0
2021,FYTD,SEP,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,4011.0
2019,FYTD,JUN,U.S. Border Patrol,UC / Single Minors,Guatemala,Title 8,Apprehensions,2544.0
2020,FYTD,MAY,Office of Field Operations,Single Adults,El Salvador,Title 42,Expulsions,6.0
2020,FYTD,OCT,Office of Field Operations,Single Adults,Guatemala,Title 8,Inadmissibles,29.0
2020,FYTD,AUG,Office of Field Operations,Single Adults,Honduras,Title 42,Expulsions,34.0
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,El Salvador,Title 8,Apprehensions,767.0
2021,FYTD,FEB,Office of Field Operations,Accompanied Minors,Honduras,Title 42,Expulsions,8.0
2021,FYTD,FEB,U.S. Border Patrol,UC / Single Minors,Mexico,Title 42,Expulsions,2.0
2021,FYTD,NOV,Office of Field Operations,UC / Single Minors,El Salvador,Title 8,Inadmissibles,5.0
2021,FYTD,MAY,U.S. Border Patrol,FMUA,Other,Title 42,Expulsions,650.0
2019,FYTD,FEB,U.S. Border Patrol,FMUA,Mexico,Title 8,Apprehensions,283.0
2021,FYTD,MAR,U.S. Border Patrol,FMUA,El Salvador,Title 8,Apprehensions,1968.0
2021,FYTD,DEC,U.S. Border Patrol,Single Adults,Mexico,Title 8,Apprehensions,2148.0
2021,FYTD,OCT,U.S. Border Patrol,Single Adults,Guatemala,Title 42,Expulsions,7056.0
