Fiscal Year,Month Grouping,Month (abbv),Land Border Region,State,Demographic,Citizenship,Title of Authority,Encounter Count
2023,FYTD,OCT,Other,VA,Single Adults,MEXICO,Title 8,3
2023,FYTD,OCT,Other,VA,Single Adults,OTHER,Title 8,34
2023,FYTD,OCT,Other,VA,Single Adults,PERU,Title 8,1
2023,FYTD,OCT,Other,VA,Single Adults,PHILIPPINES,Title 8,6
2023,FYTD,OCT,Other,VA,Single Adults,ROMANIA,Title 8,4
2023,FYTD,OCT,Other,VA,Single Adults,RUSSIA,Title 8,4
2023,FYTD,OCT,Other,VA,Single Adults,TURKEY,Title 8,2
2023,FYTD,OCT,Other,VA,Single Adults,UKRAINE,Title 8,177
2023,FYTD,OCT,Other,VA,Single Adults,VENEZUELA,Title 8,3
2023,FYTD,OCT,Other,VI,FMUA,CUBA,Title 8,17
2023,FYTD,OCT,Other,VI,FMUA,ECUADOR,Title 8,6
2023,FYTD,OCT,Other,VI,FMUA,OTHER,Title 8,2
2023,FYTD,OCT,Other,VI,Single Adults,CANADA,Title 8,1
2023,FYTD,OCT,Other,VI,Single Adults,COLOMBIA,Title 8,3
2023,FYTD,OCT,Other,VI,Single Adults,CUBA,Title 8,21
2023,FYTD,OCT,Other,VI,Single Adults,GUATEMALA,Title 8,1
2023,FYTD,OCT,Other,VI,Single Adults,HAITI,Title 8,3
2023,FYTD,OCT,Other,VI,Single Adults,HONDURAS,Title 8,4
2023,FYTD,OCT,Other,VI,Single Adults,INDIA,Title 8,7
2023,FYTD,OCT,Other,VI,Single Adults,MEXICO,Title 8,1
2023,FYTD,OCT,Other,VI,Single Adults,OTHER,Title 8,81
2023,FYTD,OCT,Other,VI,Single Adults,PERU,Title 8,4
2023,FYTD,OCT,Other,VI,Single Adults,PHILIPPINES,Title 8,50
2023,FYTD,OCT,Other,VI,Single Adults,ROMANIA,Title 8,3
2023,FYTD,OCT,Other,VI,Single Adults,RUSSIA,Title 8,11
2023,FYTD,OCT,Other,VI,Single Adults,TURKEY,Title 8,18
2023,FYTD,OCT,Other,VI,Single Adults,VENEZUELA,Title 8,20
2023,FYTD,OCT,Other,WA,Accompanied Minors,UKRAINE,Title 8,6
2023,FYTD,OCT,Other,WA,FMUA,INDIA,Title 8,3
2023,FYTD,OCT,Other,WA,FMUA,MYANMAR (BURMA),Title 8,3
2023,FYTD,OCT,Other,WA,FMUA,OTHER,Title 8,15
2023,FYTD,OCT,Other,WA,FMUA,RUSSIA,Title 8,22
2023,FYTD,OCT,Other,WA,FMUA,UKRAINE,Title 8,795
2023,FYTD,OCT,Other,WA,Single Adults,CANADA,Title 8,2
2023,FYTD,OCT,Other,WA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,64
2023,FYTD,OCT,Other,WA,Single Adults,ECUADOR,Title 8,1
2023,FYTD,OCT,Other,WA,Single Adults,HONDURAS,Title 8,1
2023,FYTD,OCT,Other,WA,Single Adults,INDIA,Title 8,50
2023,FYTD,OCT,Other,WA,Single Adults,MEXICO,Title 8,13
2023,FYTD,OCT,Other,WA,Single Adults,MYANMAR (BURMA),Title 8,40
2023,FYTD,OCT,Other,WA,Single Adults,OTHER,Title 8,81
2023,FYTD,OCT,Other,WA,Single Adults,PHILIPPINES,Title 8,169
2023,FYTD,OCT,Other,WA,Single Adults,ROMANIA,Title 8,4
2023,FYTD,OCT,Other,WA,Single Adults,RUSSIA,Title 8,14
2023,FYTD,OCT,Other,WA,Single Adults,TURKEY,Title 8,12
2023,FYTD,OCT,Other,WA,Single Adults,UKRAINE,Title 8,503
2023,FYTD,OCT,Other,WA,Single Adults,VENEZUELA,Title 8,1
2023,FYTD,OCT,Other,WI,Single Adults,HAITI,Title 8,1
2023,FYTD,OCT,Other,WI,Single Adults,INDIA,Title 8,6
2023,FYTD,OCT,Other,WI,Single Adults,PHILIPPINES,Title 8,12
2023,FYTD,OCT,Other,WI,Single Adults,RUSSIA,Title 8,1
2023,FYTD,OCT,Other,WI,Single Adults,UKRAINE,Title 8,5
2023,FYTD,OCT,Southwest Land Border,AZ,Accompanied Minors,MEXICO,Title 42,33
2023,FYTD,OCT,Southwest Land Border,AZ,Accompanied Minors,MEXICO,Title 8,12
2023,FYTD,OCT,Southwest Land Border,AZ,Accompanied Minors,RUSSIA,Title 42,1
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,BRAZIL,Title 8,29
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,COLOMBIA,Title 42,346
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,COLOMBIA,Title 8,2073
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,CUBA,Title 42,12
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,CUBA,Title 8,3096
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,ECUADOR,Title 42,20
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,ECUADOR,Title 8,579
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,EL SALVADOR,Title 42,17
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,EL SALVADOR,Title 8,12
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,GUATEMALA,Title 42,193
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,GUATEMALA,Title 8,50
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,HAITI,Title 42,2
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,HAITI,Title 8,22
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,HONDURAS,Title 42,62
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,HONDURAS,Title 8,17
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,INDIA,Title 8,345
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,MEXICO,Title 42,537
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,MEXICO,Title 8,1316
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,NICARAGUA,Title 42,7
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,NICARAGUA,Title 8,327
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,OTHER,Title 42,8
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,OTHER,Title 8,557
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,PERU,Title 8,1897
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,RUSSIA,Title 8,256
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,VENEZUELA,Title 42,125
2023,FYTD,OCT,Southwest Land Border,AZ,FMUA,VENEZUELA,Title 8,275
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,BRAZIL,Title 8,37
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,5
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,COLOMBIA,Title 42,1058
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,COLOMBIA,Title 8,496
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,CUBA,Title 42,63
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,CUBA,Title 8,6536
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,ECUADOR,Title 42,90
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,ECUADOR,Title 8,199
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,EL SALVADOR,Title 42,100
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,EL SALVADOR,Title 8,18
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,GUATEMALA,Title 42,2295
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,GUATEMALA,Title 8,165
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,HAITI,Title 8,24
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,HONDURAS,Title 42,299
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,HONDURAS,Title 8,45
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,INDIA,Title 42,1
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,INDIA,Title 8,1015
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,MEXICO,Title 42,13836
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,MEXICO,Title 8,1631
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,NICARAGUA,Title 42,5
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,NICARAGUA,Title 8,1380
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,OTHER,Title 42,25
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,OTHER,Title 8,2234
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,PERU,Title 42,3
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,PERU,Title 8,2678
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,ROMANIA,Title 8,1
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,RUSSIA,Title 42,4
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,RUSSIA,Title 8,181
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,TURKEY,Title 8,3
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,UKRAINE,Title 8,9
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,VENEZUELA,Title 42,233
2023,FYTD,OCT,Southwest Land Border,AZ,Single Adults,VENEZUELA,Title 8,363
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,COLOMBIA,Title 8,30
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,CUBA,Title 8,88
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,ECUADOR,Title 8,34
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,EL SALVADOR,Title 8,21
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,GUATEMALA,Title 8,1265
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,HONDURAS,Title 8,50
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,INDIA,Title 8,16
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,MEXICO,Title 8,567
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,NICARAGUA,Title 8,42
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,OTHER,Title 8,18
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,PERU,Title 8,33
2023,FYTD,OCT,Southwest Land Border,AZ,UC / Single Minors,VENEZUELA,Title 8,11
2023,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,EL SALVADOR,Title 42,1
2023,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,GUATEMALA,Title 42,2
2023,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,MEXICO,Title 42,36
2023,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,MEXICO,Title 8,17
2023,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,OTHER,Title 42,1
2023,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,OTHER,Title 8,2
2023,FYTD,OCT,Southwest Land Border,CA,Accompanied Minors,RUSSIA,Title 8,2
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,BRAZIL,Title 8,135
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,"CHINA, PEOPLES REPUBLIC OF",Title 8,35
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,COLOMBIA,Title 8,1869
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,CUBA,Title 42,8
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,CUBA,Title 8,803
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,ECUADOR,Title 8,142
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,EL SALVADOR,Title 42,24
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,EL SALVADOR,Title 8,107
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,GUATEMALA,Title 42,39
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,GUATEMALA,Title 8,102
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,HAITI,Title 42,2
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,HAITI,Title 8,408
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,HONDURAS,Title 42,18
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,HONDURAS,Title 8,357
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,INDIA,Title 8,204
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,MEXICO,Title 42,163
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,MEXICO,Title 8,1735
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,NICARAGUA,Title 8,218
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,OTHER,Title 42,1
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,OTHER,Title 8,808
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,PERU,Title 8,992
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,ROMANIA,Title 42,3
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,ROMANIA,Title 8,89
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,RUSSIA,Title 8,1386
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,TURKEY,Title 8,8
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,UKRAINE,Title 8,8
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,VENEZUELA,Title 42,5
2023,FYTD,OCT,Southwest Land Border,CA,FMUA,VENEZUELA,Title 8,28
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,BRAZIL,Title 8,25
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,CANADA,Title 8,7
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,1
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,347
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,COLOMBIA,Title 42,507
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,COLOMBIA,Title 8,1267
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,CUBA,Title 42,28
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,CUBA,Title 8,1671
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,ECUADOR,Title 8,91
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 42,110
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,EL SALVADOR,Title 8,93
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 42,106
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,GUATEMALA,Title 8,89
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,HAITI,Title 42,8
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,HAITI,Title 8,632
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,HONDURAS,Title 42,41
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,HONDURAS,Title 8,205
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,INDIA,Title 8,434
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,MEXICO,Title 42,10887
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,MEXICO,Title 8,1178
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 42,7
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,NICARAGUA,Title 8,851
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,OTHER,Title 42,11
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,OTHER,Title 8,2372
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,PERU,Title 8,1180
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,PHILIPPINES,Title 8,2
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,ROMANIA,Title 8,43
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,RUSSIA,Title 42,1
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,RUSSIA,Title 8,1597
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,TURKEY,Title 8,46
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,UKRAINE,Title 42,1
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,UKRAINE,Title 8,1
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 42,32
2023,FYTD,OCT,Southwest Land Border,CA,Single Adults,VENEZUELA,Title 8,48
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,BRAZIL,Title 8,1
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,COLOMBIA,Title 8,28
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,CUBA,Title 8,20
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,ECUADOR,Title 8,9
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,EL SALVADOR,Title 8,19
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,GUATEMALA,Title 8,38
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,HAITI,Title 8,10
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,HONDURAS,Title 8,10
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,INDIA,Title 8,14
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,MEXICO,Title 8,470
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,NICARAGUA,Title 8,28
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,OTHER,Title 8,35
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,PERU,Title 8,20
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,ROMANIA,Title 8,4
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,RUSSIA,Title 8,5
2023,FYTD,OCT,Southwest Land Border,CA,UC / Single Minors,TURKEY,Title 8,1
2023,FYTD,OCT,Southwest Land Border,NM,Accompanied Minors,MEXICO,Title 42,1
2023,FYTD,OCT,Southwest Land Border,NM,Accompanied Minors,OTHER,Title 42,2
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,COLOMBIA,Title 8,2
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,CUBA,Title 8,4
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,ECUADOR,Title 8,34
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,EL SALVADOR,Title 42,15
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,EL SALVADOR,Title 8,2
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,GUATEMALA,Title 42,70
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,HONDURAS,Title 42,19
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,MEXICO,Title 42,263
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,MEXICO,Title 8,23
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,NICARAGUA,Title 8,2
2023,FYTD,OCT,Southwest Land Border,NM,FMUA,VENEZUELA,Title 42,5
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,BRAZIL,Title 8,1
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,CANADA,Title 42,2
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,1
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 42,2
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,COLOMBIA,Title 8,13
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,CUBA,Title 42,1
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,CUBA,Title 8,14
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,ECUADOR,Title 42,8
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,ECUADOR,Title 8,276
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 42,371
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,EL SALVADOR,Title 8,5
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 42,1495
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,GUATEMALA,Title 8,19
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,HONDURAS,Title 42,637
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,HONDURAS,Title 8,15
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,MEXICO,Title 42,6568
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,MEXICO,Title 8,151
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,NICARAGUA,Title 8,14
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,OTHER,Title 42,10
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,OTHER,Title 8,40
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,PERU,Title 8,9
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,RUSSIA,Title 8,2
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 42,29
2023,FYTD,OCT,Southwest Land Border,NM,Single Adults,VENEZUELA,Title 8,10
2023,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,ECUADOR,Title 8,11
2023,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,EL SALVADOR,Title 8,9
2023,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,GUATEMALA,Title 8,89
2023,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,HONDURAS,Title 8,19
2023,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,MEXICO,Title 8,270
2023,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,PERU,Title 8,1
2023,FYTD,OCT,Southwest Land Border,NM,UC / Single Minors,VENEZUELA,Title 8,1
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,BRAZIL,Title 42,1
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,CANADA,Title 42,3
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,CUBA,Title 42,1
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,ECUADOR,Title 42,4
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,EL SALVADOR,Title 42,2
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,GUATEMALA,Title 42,2
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,HONDURAS,Title 42,7
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 42,84
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,MEXICO,Title 8,21
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,NICARAGUA,Title 42,1
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,OTHER,Title 42,4
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,OTHER,Title 8,1
2023,FYTD,OCT,Southwest Land Border,TX,Accompanied Minors,VENEZUELA,Title 42,10
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,BRAZIL,Title 8,505
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,COLOMBIA,Title 42,33
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,COLOMBIA,Title 8,4208
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,CUBA,Title 42,1
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,CUBA,Title 8,3953
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,ECUADOR,Title 42,81
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,ECUADOR,Title 8,3855
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 42,404
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,EL SALVADOR,Title 8,1000
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,GUATEMALA,Title 42,924
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,GUATEMALA,Title 8,409
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,HAITI,Title 8,2089
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,HONDURAS,Title 42,1349
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,HONDURAS,Title 8,2582
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,INDIA,Title 8,4
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,MEXICO,Title 42,820
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,MEXICO,Title 8,2232
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,NICARAGUA,Title 42,5
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,NICARAGUA,Title 8,3044
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,OTHER,Title 42,27
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,OTHER,Title 8,1382
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,PERU,Title 42,21
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,PERU,Title 8,1145
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,RUSSIA,Title 8,273
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,TURKEY,Title 42,1
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,TURKEY,Title 8,472
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,UKRAINE,Title 8,2
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,VENEZUELA,Title 42,1511
2023,FYTD,OCT,Southwest Land Border,TX,FMUA,VENEZUELA,Title 8,5237
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,BRAZIL,Title 8,28
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,CANADA,Title 42,3
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 42,2
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,"CHINA, PEOPLES REPUBLIC OF",Title 8,39
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 42,457
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,COLOMBIA,Title 8,4906
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,CUBA,Title 42,22
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,CUBA,Title 8,12412
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,ECUADOR,Title 42,7
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,ECUADOR,Title 8,1398
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,EL SALVADOR,Title 42,2285
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,EL SALVADOR,Title 8,408
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,GUATEMALA,Title 42,4157
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,GUATEMALA,Title 8,271
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,HAITI,Title 42,3
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,HAITI,Title 8,3512
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,HONDURAS,Title 42,4774
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,HONDURAS,Title 8,998
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,INDIA,Title 8,11
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,MEXICO,Title 42,19485
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,MEXICO,Title 8,2819
2023,FYTD,OCT,Southwest Land Border,TX,Single Adults,NICARAGUA,Title 42,30
